Community,state_id,lag_months,correlation,n_start_points
12,1,23,0.18000000000000002,10
12,1,24,0.18000000000000002,10
12,1,25,0.24000000000000005,10
12,1,26,0.42000000000000004,10
12,1,27,0.4772727272727273,9
12,1,28,0.4772727272727273,9
12,1,29,0.34090909090909094,9
12,1,30,0.0,8
12,1,31,0.07894736842105264,8
12,1,32,0.2368421052631579,8
12,1,33,0.5263157894736843,8
12,1,34,0.3684210526315789,8
12,1,35,0.15789473684210528,8
12,1,36,0.0,7
12,2,1,0.0,1
12,2,2,0.0,1
12,2,3,0.0,1
12,2,4,0.0,1
12,2,5,0.0,1
12,2,6,0.0,1
12,2,7,0.0,1
12,2,8,0.0,1
12,2,9,0.0,1
12,2,10,0.0,1
12,2,11,0.0,1
12,2,12,0.0,1
12,2,13,0.0,1
12,2,14,0.0,1
12,2,15,0.0,1
12,2,16,0.0,1
12,2,17,0.0,1
12,2,18,0.0,1
12,2,19,0.0,1
12,2,20,0.0,1
12,2,21,0.0,1
12,2,22,0.0,1
12,2,23,0.0,1
12,2,24,0.0,1
12,2,25,0.0,1
12,2,26,0.0,1
12,2,27,0.0,1
12,2,28,0.0,1
12,2,29,0.0,1
12,2,30,0.0,1
12,2,31,0.0,1
12,2,32,0.0,1
12,2,33,0.0,1
12,2,34,0.0,1
12,2,35,0.0,1
12,2,36,0.0,1
12,5,1,0.0,2
12,5,2,0.0,1
12,5,3,0.0,1
12,5,4,0.0,1
12,5,5,0.0,1
12,5,6,0.0,1
12,5,7,0.0,1
12,5,8,0.0,1
12,5,9,0.0,1
12,5,10,0.0,1
12,5,11,0.0,1
12,5,12,0.0,1
12,5,13,0.0,1
12,5,14,0.0,1
12,5,15,0.0,1
12,5,16,0.0,1
12,5,17,0.0,1
12,5,18,0.0,1
12,5,19,0.0,1
12,5,20,0.0,1
12,5,21,0.0,1
12,5,22,0.0,1
12,5,23,0.0,1
12,5,24,0.0,1
12,5,25,0.0,1
12,5,26,0.0,1
